Address Number;Business Family;Business Unit;Customer;CustomerKey;Customer Type;Division;Line of Business;Phone;Region Code;Regional Sales Mgr;Search Type;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
10012799;R3;1;Gaecom Shop;10012799;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020390;R3;1;Miles Supermarket;10020390;G2;2;Não informado;816-455-8733;4;S1;C;Lansing;US;16241 South Us 27;Não informado;Não informado;Não informado;MI;48906
10012851;R3;1;Gailey Market;10012851;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020393;R3;1;Minneapolis Supermarket;10020393;G2;2;Não informado;816-455-8733;1;S1;C;Fort Collins;US;2649 East Mulberry Street;Não informado;Não informado;Não informado;CO;80524
10012885;R3;1;Gainunion Shop;10012885;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020413;R3;1;Molson Store;10020413;G2;2;Não informado;816-455-8733;2;S1;C;Okarche;US;PO Box 447;Não informado;Não informado;Não informado;OK;73762
10012907;R3;1;Galaxy Store;10012907;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020445;R3;1;N.Graphics Shop;10020445;G2;2;Não informado;816-455-8733;4;S16;C;Rapid City;US;PO Box 80;Não informado;Não informado;Não informado;SD;57709
10012927;R3;1;Galaxy Supermarket;10012927;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020446;R2;1;NACSCORP Shop;10020446;G2;2;Não informado;816-455-8733;4;S5;C;Pontiac;US;Worldwide Purchasing;1999 Center Point Parkway;Mail Code 483-550-200;Não informado;MI;48341
10020448;R3;1;Nanao Shop;10020448;G3;1;Não informado;816-455-8733;0;S5;C;Regina;CA;1155 Mackay Street;Não informado;Não informado;Não informado;SK;S4N 4X9
10013039;O2;1;Gamma Supermarket;10013039;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020449;R3;1;Nancy Supermarket;10020449;G1;1;M1;816-455-8733;5;S16;C;Santiago;UK;Attention: Rodrigo Yrarrazaval;Jose M Infante 2320 Nunoa;Não informado;Não informado;Não informado;0
10013052;R3;1;GammaGraphX Store;10013052;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020639;R2;1;NECX Market;10020639;G2;2;Não informado;816-455-8733;2;S5;C;Tulsa;US;PO Box 3445;Não informado;Não informado;Não informado;OK;74101-3445
10013061;R3;1;Gammel Group;10013061;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020647;R3;1;Neeka Shop;10020647;G2;2;Não informado;816-455-8733;3;S1;C;Mechanicsburg;US;Attention: Mr. Bob Smeigh;712 West Main Street;Não informado;Não informado;PA;17055
10013079;R3;1;Gandalf Supermarket;10013079;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020662;R3;1;Nematron Shop;10020662;G1;1;M1;816-455-8733;5;S19;C;Jakarta Utara;AU;Kelapa Gading Kirana;Blok H13 Number 30-31;Não informado;Não informado;Não informado;0
10013080;R3;1;Ganymede Shop;10013080;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020663;R3;1;Neos Gigaplace;10020663;G2;2;Não informado;816-455-8733;1;S16;C;Sparks;US;540 South Rock Boulevard;Não informado;Não informado;Não informado;NV;89431
10013127;R3;1;Garbee Supermarket;10013127;G3;1;M1;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020672;R3;1;Oki Shop;10020672;G1;1;M1;816-455-8733;5;S19;C;N-0598 Oslo;IR;Brobekkveien 105;Não informado;Não informado;Não informado;Não informado;0
10013137;R2;1;Garlin Supermarket;10013137;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020684;R3;1;Oklahoma Supermarket;10020684;G2;2;Não informado;816-455-8733;2;S1;C;Montgomery;US;5415 Lamco Drive;Não informado;Não informado;Não informado;AL;36117
10020715;O2;1;Old Store;10020715;G1;1;Não informado;816-455-8733;5;S1;C;Linares (Jaen);UK;Avda 10 De Mayo S/N;Não informado;Não informado;Não informado;Não informado;23700
10020907;R3;1;Onebox Shop;10020907;G1;1;Não informado;816-455-8733;5;S16;C;                         ;UK;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020909;O1;1;Onestar Shop;10020909;G2;2;Não informado;816-455-8733;4;S5;C;Canton;US;Attention: Accounts Payable Department;PO Box 8844;Não informado;Não informado;OH;44711-8844
10020914;R3;1;Onetouch Supermarket;10020914;G2;2;Não informado;816-455-8733;2;S16;C;Calhoun;US;PO Box 547;Não informado;Não informado;Não informado;LA;71225-0547
10013312;R2;1;Gate9th Shop;10013312;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020915;R3;1;Ottercom Shop;10020915;G2;2;Não informado;816-455-8733;4;S16;C;McHenry;US;2600 West Route 120;Não informado;Não informado;Não informado;IL;60050
10013332;R3;1;GateMaster Shop;10013332;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020927;R3;1;Outbreak Shop;10020927;G2;2;Não informado;816-455-8733;4;S16;C;Sidney;US;One Cabela Drive;Attention: Accounts Payable;Não informado;Não informado;NE;69160
10013341;R2;1;Gatierf Supermarket;10013341;G2;1;Não informado;816-455-8733;5;S2;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020931;R2;1;OutPost Market;10020931;G2;2;Não informado;816-455-8733;1;S5;C;Bozeman;US;PO Box 549;Não informado;Não informado;Não informado;MT;59715
10013376;R3;1;GCC Store;10013376;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020962;R2;1;Output Supermarket;10020962;G2;2;Não informado;816-455-8733;3;S5;C;Mercer;US;7320 West Market Street;Não informado;Não informado;Não informado;PA;16137
10013397;R3;1;G-Com Supermarket;10013397;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021139;R3;1;Pace Shop;10021139;G3;2;Não informado;816-455-8733;4;S5;C;Livonia;US;PO Box 3382;Attention  Accounts Payable;Não informado;Não informado;MI;48151
10013426;R3;1;GDC Shop;10013426;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021145;R2;1;Pacel Shop;10021145;G2;2;Não informado;816-455-8733;2;S5;C;Brookhaven;US;1127 South First Street NE;Não informado;Não informado;Não informado;MS;39601
10021158;R3;1;Pacific Supermarket;10021158;G3;1;Não informado;816-455-8733;0;S17;C;Surrey;CA;#9 - 19257 Enterprise Way;Não informado;Não informado;Não informado;BC;V35-6J8
10021175;R3;1;Pacific Supermarket;10021175;G2;2;Não informado;816-455-8733;2;S16;C;Johnson City;US;PO Box 5418;Não informado;Não informado;Não informado;TN;37602-5418
10021179;R3;1;Pacific Store;10021179;G2;2;Não informado;816-455-8733;1;S4;C;El Cajon;US;316 Millar Avenue;Não informado;Não informado;Não informado;CA;92020
10013538;R3;1;GEAR Shop;10013538;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021184;R3;1;Pacific Supermarket;10021184;G2;2;Não informado;816-455-8733;1;S16;C;Aurora;US;14312 Stenbock Way NE #F;Não informado;Não informado;Não informado;OR;97002
10013572;R3;1;GearSource Shop;10013572;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021185;R2;1;Pacific Supermarket;10021185;G2;2;Não informado;816-455-8733;1;S3;C;Tigard;US;7440 South West Bonita Road;Não informado;Não informado;Não informado;OR;97224
10013574;R3;1;Gebbie Store;10013574;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021203;O2;1;Pacific Market;10021203;G2;2;Não informado;816-455-8733;1;S12;C;Costa Mesa;US;Los Angeles PDC #14;Attention   Accounts Payable;PO Box 5555;Não informado;CA;92626-5555
10013670;R3;1;Gehlken Supermarket;10013670;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021204;R1;1;Pacific Store;10021204;G3;1;Não informado;816-455-8733;0;S4;C;Toronto;CA;480 Gordon Baker Road;Não informado;Não informado;Não informado;ON;M2H 3B4
10021222;R3;1;Pacifico's;10021222;G2;2;Não informado;816-455-8733;1;S16;C;Buffdale;US;14296 South Pony Express Road;Não informado;Não informado;Não informado;UT;84065
10013870;R3;1;Greymac Trust Company;10013870;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021223;O2;1;PacificServ Shop;10021223;G2;2;Não informado;816-455-8733;4;S12;C;Wayne;US;Michigan Truck Plant;38303 Michigan Avenue;Não informado;Não informado;MI;48184
10013871;R2;1;Grove Supermarket;10013871;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021231;R2;1;Packard Supermarket;10021231;G2;2;Não informado;816-455-8733;4;S9;C;Middlebury;US;PO Box 460;Não informado;Não informado;Não informado;IN;46540
10013899;R3;1;Grumman Market;10013899;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021412;R4;1;Panngea Shop;10021412;G2;2;Não informado;816-455-8733;1;S18;C;Clackamas;US;13101 SE 84th ave;Suite B;Não informado;Não informado;OR;97015-9733
10021415;R3;1;Pantech Supermarket;10021415;G2;2;Não informado;816-455-8733;4;S1;C;Indianopolis;US;100 Gasoline Alley  Suite A;Não informado;Não informado;Não informado;IN;46222
10021418;R3;1;Panzl Shop;10021418;G2;2;Não informado;816-455-8733;1;S1;C;Wheatridge;US;10930 West 44th Avenue;Não informado;Não informado;Não informado;CO;80033
10014059;R2;1;GURUs Shop;10014059;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021422;R1;1;PAP Supermarket;10021422;G2;2;Não informado;816-455-8733;1;S4;C;Brea;US;3251 East Imperial Highway;Distributor #1111190;Não informado;Não informado;CA;92621
10014064;R2;1;H.H. Store;10014064;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021458;R3;1;Paperless Store;10021458;G2;2;Não informado;816-455-8733;1;S1;C;Casper;US;1817 East Yellowstone;Não informado;Não informado;Não informado;WY;82601
10021459;O2;1;Papyrus Shop;10021459;G2;2;Não informado;816-455-8733;2;S12;C;Olive Branch;US;Memphis PDC #19;Attention   Accounts Payable;PO Box 786;Não informado;MS;38654-3703
10021470;R3;1;Papyrus Supermarket;10021470;G2;2;Não informado;816-455-8733;3;S16;C;Wrightsville;US;815 Hellam Street;Não informado;Não informado;Não informado;PA;17368
10021472;R3;1;Parabole Shop;10021472;G3;1;Não informado;816-455-8733;0;S5;C;Surrey;CA;9475 192 Street;Não informado;Não informado;Não informado;BC;V3T 4W2
10021485;R1;1;Paracel Gigaplace;10021485;G2;2;Não informado;816-455-8733;4;S22;C;Hamel;US;FOB: Clackamas;Attention: Accounts Payable Department;PO Box 47700;Não informado;MN;55340-0700
10014802;R3;1;HBS Shop;10014802;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10015253;R3;1;Hekimian Store;10015253;G3;1;Não informado;816-455-8733;5;S8;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10015325;R2;1;Helius Shop;10015325;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10015686;R3;1;Hercules Supermarket;10015686;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10015886;R3;1;Hewlett Supermarket;10015886;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10015956;R3;1;Hidden Market;10015956;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10016113;R2;1;Hill Supermarket;10016113;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10016780;R3;1;iBEAM Shop;10016780;G1;1;M1;816-455-8733;5;S18;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10017852;R3;1;J.A. Supermarket;10017852;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10018352;R3;1;Johnson Store;10018352;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10018518;O2;1;K Shop;10018518;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10018950;O2;1;Kendrick Store;10018950;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10018957;R3;1;Kennecott Supermarket;10018957;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019066;R3;1;KENROB Megaplace;10019066;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019194;R3;1;Kerite Company;10019194;G2;1;Não informado;816-455-8733;5;S14;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019469;R3;1;kGS Shop;10019469;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019502;R3;1;KillerGraffix Shop;10019502;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019512;R3;1;Kim Market;10019512;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019514;R2;1;Kimball Supermarket;10019514;G2;1;Não informado;816-455-8733;5;S4;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019783;R3;1;Levi Supermarket;10019783;G1;1;M1;816-455-8733;5;S18;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019812;R2;1;Lewis Supermarket;10019812;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10019952;O2;1;Lobster Market;10019952;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020080;O2;1;Lucky Shop;10020080;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020227;R3;1;MaxBan Shop;10020227;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020239;O2;1;MaXpeed Shop;10020239;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020247;R2;1;MAXSTRAT Shop;10020247;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020256;O2;1;Maxtor Shop;10020256;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020266;O2;1;Maxwell Supermarket;10020266;G2;1;Não informado;816-455-8733;5;S12;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020281;R3;1;Mb Market;10020281;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020306;R3;1;McGraw-Hill Supermarket;10020306;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020323;R3;1;Mead Supermarket;10020323;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020332;R3;1;Medics Shop;10020332;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020340;R3;1;Melville Supermarket;10020340;G2;1;Não informado;816-455-8733;5;S4;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020364;R3;1;Mersey Market;10020364;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020491;R3;1;Nbase Shop;10020491;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020492;R3;1;NBTel Shop;10020492;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020515;R3;1;NBX Stores;10020515;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020849;R3;1;OnDeck Store;10020849;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020864;R2;1;One Store;10020864;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020868;R3;1;One Market;10020868;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10020982;R3;1;Outsource Store;10020982;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021006;R3;1;Overdreams Shop;10021006;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021015;R3;1;Owl's Supermarket;10021015;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021107;R3;1;P.C.G. Supermarket;10021107;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021111;R3;1;P.C'S Shop;10021111;G3;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021160;R3;1;Pacific Gigaplace;10021160;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021232;R3;1;Packet Design;10021232;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021239;R3;1;PADL Shop;10021239;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021240;R3;1;PAGE Shop;10021240;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021242;R3;1;Page Store;10021242;G3;1;Não informado;816-455-8733;5;S17;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021270;R3;1;Page Market;10021270;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021283;R3;1;PageBoy Shop;10021283;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021286;R3;1;PagePoint Shop;10021286;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021297;R3;1;PageSites Shop;10021297;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021300;R2;1;PageWave Megastore;10021300;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021302;R2;1;PageWeavers Shop;10021302;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021305;R3;1;Pallister Supermarket;10021305;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021331;R2;1;Palo Supermarket;10021331;G2;1;Não informado;816-455-8733;5;S5;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021350;R3;1;Panasonic Shop;10021350;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021380;R3;1;Pangaea Store;10021380;G2;1;Não informado;816-455-8733;5;S9;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021411;R3;1;Panix Shop;10021411;G2;1;Não informado;816-455-8733;5;S4;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021494;R3;1;Paraclipse Shop;10021494;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021575;R3;1;Parian Market;10021575;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021641;R3;1;Password Supermarket;10021641;G2;1;Não informado;816-455-8733;5;S4;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021668;R3;1;Pathlight Market;10021668;G2;2;Não informado;816-455-8733;4;S1;C;Independence;US;13208 East 40 Highway;Não informado;Não informado;Não informado;MO;64055
10021673;R3;1;Patient Shop;10021673;G2;2;Não informado;816-455-8733;4;S1;C;Grand Rapids;US;2700 Northern Drive South East;Não informado;Não informado;Não informado;MI;49512
10021677;R3;1;Patrick Market;10021677;G1;1;M1;816-455-8733;5;S19;C;Tokyo 171;AU;1-2-4 Takamatsu;Toshima-Ku;Não informado;Não informado;Não informado;0
10021736;R3;1;Patton Store;10021736;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021750;R3;1;Paul Store;10021750;G2;1;Não informado;816-455-8733;5;S16;I;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021794;R1;1;PayMaxx Shop;10021794;G2;1;Não informado;816-455-8733;5;S4;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021800;R3;1;Payton Supermarket;10021800;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021802;R3;1;Pick Store;10021802;G1;1;M1;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021804;R3;1;Picka Superstore;10021804;G2;1;Não informado;816-455-8733;5;S1;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10021911;R3;1;PING Shop;10021911;G1;2;M1;816-455-8733;2;S19;C;Te Rapa Hamilton;US;Cnr Avalon Drv & Tasman Road;PO Box 20077;Não informado;Não informado;MS;0
10021911;R3;1;PING Shop;10021911;G1;2;M1;816-455-8733;2;S19;C;Tupelo;US;PO Box 2187;Não informado;Não informado;Não informado;MS;38803-2187
10021911;R3;1;Ping Shop;10021911;G2;2;M1;816-455-8733;2;S16;C;Te Rapa Hamilton;US;Cnr Avalon Drv & Tasman Road;PO Box 20077;Não informado;Não informado;MS;0
10021911;R3;1;Ping Shop;10021911;G2;2;M1;816-455-8733;2;S16;C;Tupelo;US;PO Box 2187;Não informado;Não informado;Não informado;MS;38803-2187
10021936;R3;1;Pink Supermarket;10021936;G2;2;Não informado;816-455-8733;2;S16;C;Louisville;US;7779 Dixie Highway;Não informado;Não informado;Não informado;KY;40258
10021962;R3;1;Pinnacle Shop;10021962;G2;2;Não informado;816-455-8733;3;S14;C;Hodgdon;US;99 Calais Road;Não informado;Não informado;Não informado;ME;4730
10021977;R3;1;Pinnacle Store;10021977;G2;2;M1;816-455-8733;4;S16;C;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;KS;66282-2990
10021986;R2;1;Pinnacle Supermarket;10021986;G2;2;Não informado;816-455-8733;4;S5;C;Livonia;US;S&PD-Special Accounts Sales;PO Box 537940;Não informado;Não informado;MI;48153-7940
10021996;R3;1;Pinnacle Supermarket;10021996;G2;2;M1;816-455-8733;3;S16;C;Milton;US;8 N Industrial Park Road;Não informado;Não informado;Não informado;PA;17847
10022166;R3;1;QualityLogic Shop;10022166;G2;1;Não informado;816-455-8733;5;S11;I;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10022167;R3;1;Quallaby Megaplace;10022167;G1;1;M1;816-455-8733;5;S16;C;Georgetown;AU;PO Box 10361;Não informado;Não informado;Não informado;Não informado;0
10022168;R1;1;QualServe Shop;10022168;G2;2;Não informado;816-455-8733;4;S11;C;Cass City;US;PO Box 113;Não informado;Não informado;Não informado;MI;48726
10022183;R3;1;Quantex Supermarket;10022183;G2;2;Não informado;816-455-8733;1;S1;C;Breckenridge;US;1760 C Airport Road;Não informado;Não informado;Não informado;CO;80424
10022201;R3;1;Quantum Shop;10022201;G1;1;M1;816-455-8733;5;S16;C;Carcas;UK;Av Blandin Chacao;Não informado;Não informado;Não informado;Não informado;0
10022240;R3;1;Quantum Supermarket;10022240;G3;1;Não informado;816-455-8733;0;S5;C;Mississauga;CA;1665 Shawson Drive;Não informado;Não informado;Não informado;ON;L4W 1T7
10022249;R3;1;Quantum Supermarket;10022249;G2;2;Não informado;816-455-8733;2;S16;C;Shelby;US;201 Old Boiling Springs Road;Não informado;Não informado;Não informado;NC;28152
10022252;R3;1;Quantum Supermarket;10022252;G2;2;Não informado;816-455-8733;4;S9;C;Crestwood;US;13907 S Kostner Avenue;Não informado;Não informado;Não informado;IL;60445-2205
10022423;R2;1;Qwest Shop;10022423;G2;2;Não informado;816-455-8733;4;S5;C;Cincinnati;US;12110 Best Place;Não informado;Não informado;Não informado;OH;45241
10022431;R2;1;R&J Shop;10022431;G2;2;Não informado;816-455-8733;3;S11;C;Vinton;US;845 Third Street;Não informado;Não informado;Não informado;VA;24179
10022434;R3;1;R&R Store;10022434;G2;2;Não informado;816-455-8733;1;S4;C;Placentia;US;PO Box 958;Não informado;Não informado;Não informado;CA;92670
10022444;O2;1;R.J. Market;10022444;G2;2;Não informado;816-455-8733;4;S12;C;Livonia;US;Detroit Technical Center;37002 Industrial Road;Não informado;Não informado;MI;48150
10022450;R3;1;R2J2 Shop;10022450;G2;2;M1;816-455-8733;4;S16;C;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;Não informado;Não informado;KS;66282-2990
